survey,item,variable,values,nonresponses,question_text,response_categories,group
icenes2013,corrupt_pol4b,pltscrp,c(1:4),c(7:9),How widespread do you think corruption is among Icelandic politicians?,1 very widespread / 2 quite widespread / 3 not very widespread / 4 hardly happens at all,corrupt
icenes2016,trust_pol5a,pltrust,c(5:1),c(7:9),"Do you think that politicians are in general trustworthy, that many of them are trustworthy, some are trustworthy, few, or perhaps none?",1 in general / 2 many / 3 some / 4 few / 5 none,trust
icenes2016,corrupt_pol4b,pltscrp,c(1:4),c(7:9),How widespread do you think corruption is among Icelandic politicians?,1 very widespread / 2 quite widespread / 3 not very widespread / 4 hardly happens at all,corrupt
icenes2017,trust_pol5a,pltrust,c(5:1),c(7:9),"Do you think that politicians are in general trustworthy, that many of them are trustworthy, some are trustworthy, few, or perhaps none?",1 in general / 2 many / 3 some / 4 few / 5 none,trust
icenes2017,corrupt_pol4b,pltscrp,c(1:4),c(7:9),How widespread do you think corruption is among Icelandic politicians?,1 very widespread / 2 quite widespread / 3 not very widespread / 4 hardly happens at all,corrupt
icenes2021,trust_pol5a,pltrust,c(5:1),c(997:999),"Do you think that politicians are in general trustworthy, that many of them are trustworthy, some are trustworthy, few, or perhaps none?",1 in general / 2 many / 3 some / 4 few / 5 none,trust
icenes2021,trust_parties4,trustprt,c(4:1),c(997:999),"What about political parties?  Do you trust them completely, trust them somewhat, trust them not very much, or do you not trust them at all?",1 trust completely / 2 trust somewhat / 3 trust not very much / 4 trust not at all,trust
icenes2021,corrupt_pol4b,pltscrp,c(1:4),c(7:9),How widespread do you think corruption is among Icelandic politicians?,1 very widespread / 2 quite widespread / 3 not very widespread / 4 hardly happens at all,corrupt
icnl1985,care5,v0747,c(1:5),,I do not think that public officials care much about what people like me think,"1 agree entirely / 2 agree / 3 don't agree, don't disagree / 4 don't agree / 5 don't agree at all ",eff
icnl1985,say5,v0744,c(1:5),,People like me have no say at all in what the government does,"1 agree entirely / 2 agree / 3 don't agree, don't disagree / 4 don't agree / 5 don't agree at all ",eff
icnl1985,touch5,v0748,c(1:5),,"Once they are elected, members of Parliament lose touch with the people pretty soon","1 agree entirely / 2 agree / 3 don't agree, don't disagree / 4 don't agree / 5 don't agree at all ",eff
icnl1985,vote5,v0749,c(1:5),,"Political parties are only interested in people's votes, not their opinions","1 agree entirely / 2 agree / 3 don't agree, don't disagree / 4 don't agree / 5 don't agree at all ",eff
icnl1990,care5,w0747,c(1:5),,I do not think that public officials care much about what people like me think,"1 agree entirely / 2 agree / 3 don't agree, don't disagree / 4 don't agree / 5 don't agree at all ",eff
icnl1990,say5,w0747,c(1:5),,People like me have no say at all in what the government does,"1 agree entirely / 2 agree / 3 don't agree, don't disagree / 4 don't agree / 5 don't agree at all ",eff
icnl1990,touch5,w0747,c(1:5),,"Once they are elected, members of Parliament lose touch with the people pretty soon","1 agree entirely / 2 agree / 3 don't agree, don't disagree / 4 don't agree / 5 don't agree at all ",eff
icnl1990,vote5,w0747,c(1:5),,"Political parties are only interested in people's votes, not their opinions","1 agree entirely / 2 agree / 3 don't agree, don't disagree / 4 don't agree / 5 don't agree at all ",eff
ines_long,say5e,v0311b,c(5:1),,The ordinary person has no influence on politics ,1 strongly disagree / 2 disagree / 3 neither agree nor disagree / 4 agree / 5 strongly agree,eff
issp1985,say2,v68,c(2:1),,People like me have much to say about government,1 agree / 2 disagree,eff
issp1985,say2a,v66,c(2:1),,The average person has considerable influence on politics,1 agree / 2 disagree,eff
issp1996,say5,v47,c(1:5),,People like me don't have any say about what the government does,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
issp1996,say5e,v48,c(5:1),,The average citizen has considerable influence on politics,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
issp2001,say5,v64,c(1:5),,People like me don't have any say about what the government does,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
issp2004,care5a,v37,c(1:5),,I don't think the government cares much what people like me think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
issp2004,get5,v44,c(1:5),,Most politicians are in politics only for what they can get out of it personally,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,corrupt
issp2004,right5,v43,c(5:1),,Most of the time we can trust people in government to do what is right,1 Strongly agree / 5 Strongly disagree,trust_eff
issp2004,say5,v36,c(1:5),,People like me don't have any say about what the government does,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
issp2006,say5,v45,c(1:5),,People like me have no say about what the government does,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
issp2006,say5e,v46,c(5:1),,The average citizen has considerable influence on politics,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
issp2010,get5,v14,c(1:5),,Most politicians are in politics only for what they can get out of it personally,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,corrupt
issp2010,right5,v13,c(5:1),,Most of the time we can trust people in government to do what is right,1 strongly agree / 5 strongly disagree,trust_eff
issp2014,care5a,v42,c(1:5),,I don't think the government cares much what people like me think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
issp2014,get5,v44,c(1:5),,Most politicians are in politics only for what they can get out of it personally,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,corrupt
issp2014,right5,v49,c(5:1),,Most of the time we can trust people in government to do what is right ,1 Strongly agree / 5 Strongly disagree,trust_eff
issp2014,say5,v41,c(1:5),,People like me don't have any say about what the government does,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
issp2016,say5,v47,c(1:5),,People like me don't have any say about what the government does,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
issp2017,say5,v20,c(1:5),,People like me don't have any say about what the government does,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
itanes2001,say4,c4_1,c(1:4),,People like me don't have any say about what the government does,1 true / 2 somewhat true / 3 somewhat false / 4 false,eff
itanes2001,touch4,c4_2,c(1:4),,People we elect in Parliament lose touch with their voters pretty quickly,1 true / 2 somewhat true / 3 somewhat false / 4 false,eff
itanes2001,vote4,c4_3,c(1:4),,"Parties are only interested in people's votes, not in their opinions",1 true / 2 somewhat true / 3 somewhat false / 4 false,eff
itanes2013capi,say4,d38_1,c(4:1),,People like me don't have any say about what the government does,1 not at all true / 2 not quite true / 3 fairly true / 4 completely true,eff
itanes2013capi,touch4,d38_3,c(4:1),,People we elect in Parliament lose touch with their voters pretty quickly,1 not at all true / 2 not quite true / 3 fairly true / 4 completely true,eff
itanes2013capi,vote4,d38_4,c(4:1),,"Parties are only interested in people's votes, not in their opinions",1 not at all true / 2 not quite true / 3 fairly true / 4 completely true,eff
jgss,say4,q4nopwr,c(1:4),,People like me don't have any say about what the government does,1 agree / 2 somewhat agree / 3 somewhat disagree / 4 disagree,eff
jgss2008,say4,q4nopwr,c(1:4),,People like me don't have any say about what the government does,1 agree / 2 somewhat agree / 3 somewhat disagree / 4 disagree,eff
jgss2010,say4,q4nopwr,c(1:4),,People like me don't have any say about what the government does,1 agree / 2 somewhat agree / 3 somewhat disagree / 4 disagree,eff
jgss2012,say7,q7nopwr,c(1:7),,People like me don't have any say about what the government does,1 strongly agree / 2 agree / 3 somewhat agree / 4 neither agree nor disagree / 5 somewhat disagree / 6 disagree / 7 strongly disagree,eff
kobar1994,say4c,q5,c(4:1),c(8:9),"In general, how much influence do you think ordinary people like you have on government policy ",1 a great deal / 2 some / 3 a little / 4 none,eff
kobar1996,say4c,q4,c(4:1),8,How much influence do you think you have on what the government does these days? Or do you think you have no influence at all? ,1 can influence a lot / 2 an influence to some extent / 3 cannot influence much / 4 cannot influence at all,eff
kobar1996,trust_parties4,q50_10,c(4:1),8,How much do you and the people around you trust each of the following institutions? Political parties,1 trust much / 2 trust somewhat / 3 do not trust much / 4 do not trust at all,trust
kobar1997,care4b,q21,c(4:1),8,To what extent do you think government leaders take the interests and opinion of people like yourself into account when making important decisions,1 a lot / 2 some / 3 a little / 4 not at all,eff
kobar1997,say4g,q14,c(4:1),8,How much influence do you think the votes of people like yourself have on the way our country is governed? ,1 a lot / 2 some / 3 a little / 4 none,eff
kobar1998,care4b,q33,c(4:1),8,To what extent do you think government leaders take the interests and opinion of people like yourself into account when making important decisions,1 a lot / 2 some / 3 a little / 4 not at all,eff
kobar1998,say4g,q29,c(4:1),8,How much influence do you think the votes of people like yourself have on the way our country is governed? ,1 a lot / 2 some / 3 a little / 4 none,eff
kobar1999,care4b,q36,c(4:1),8,To what extent do you think government leaders take the interests and opinion of people like yourself into account when making important decisions,1 a lot / 2 some / 3 a little / 4 not at all,eff
kobar1999,say4g,q32,c(4:1),8,How much influence do you think the votes of people like yourself have on the way our country is governed? ,1 a lot / 2 some / 3 a little / 4 none,eff
kobar2001,care4b,q40,c(4:1),8,To what extent do you think government leaders take the interests and opinion of people like yourself into account when making important decisions,1 a lot / 2 some / 3 a little / 4 not at all,eff
kobar2001,say4g,q39,c(4:1),8,How much influence do you think the votes of people like yourself have on the way our country is governed? ,1 a lot / 2 some / 3 a little / 4 none,eff
kobar2004,say4,q16a6,c(4:1),8,People like me don’t have any influence over what the government does ,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
kobar2010,say4,q12_6,c(4:1),c(8:9),People like me don’t have any influence over what the government does ,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
lb1995,care2,p26,c(2:1),,Some people say that the deputies and senators are concerned about what people think. Others say that they aren't. Which statement is closest to your way of thinking?,1 the deputies and senators are concerned about what people think / 2 the deputies and senators aren't concerned about what people think,eff
lb1995,rigged2,p23,c(2:1),,"Speaking generally, do you think that the elections in this country are clean or rigged?",1 are clean / 2 are rigged,eff
lb1996,care4f,p26,c(4:1),,Do you think that the political leaders are concerned about the issues that interest you?,1 a lot / 2 fairly / 3 a little / 4 not at all,eff
lb1996,rigged2,p29,c(2:1),,"Speaking generally, do you think that the elections in this country are clean or rigged?",1 are clean / 2 are rigged,eff
lb1997,rigged2,sp35,c(2:1),,"Speaking generally, do you think that the elections in this country are clean or rigged?",1 are clean / 2 are rigged,eff
lb1998,rigged2,sp32,c(2:1),,"Speaking generally, do you think that the elections in this country are clean or rigged?",1 are clean / 2 are rigged,eff
lb2001,right4,p43nas,c(4:1),,You can generally trust the people who run our government to do what is right,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,trust_eff
lb2002,right4,p17st,c(4:1),,You can generally trust the people who run our government to do what is right,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,trust_eff
lb2004,big2,p24wvs,c(1:2),,"In general, would you say that the country is governed for the benefit of a few powerful interests or is it governed for the good of everyone?",1 benefit of powerful interests / 2 benefit of everyone,eff
lb2005,big2,p22st,c(1:2),,"In general, would you say that the country is governed for the benefit of a few powerful interests or is it governed for the good of everyone?",1 benefit of powerful interests / 2 benefit of everyone,eff
lb2005,care4f,p35st,c(4:1),,Do you think that the political leaders are concerned about the issues that interest you?,1 a lot / 2 fairly / 3 a little / 4 not at all,eff
lb2005,rigged2,p51st,c(2:1),,"Speaking generally, do you think that the elections in this country are clean or rigged?",1 are clean / 2 are rigged,eff
lb2005,right4,p40std,c(4:1),,You can generally trust the people who run our government to do what is right,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,trust_eff
lb2006,big2,p20stm,c(1:2),,"In general, would you say that the country is governed for the benefit of a few powerful interests or is it governed for the good of everyone?",1 benefit of powerful interests / 2 benefit of everyone,eff
lb2006,sat_parties4,p34n_b,c(4:1),,"In your opinion, how is the work the political parties are doing",1 very good / 2 good / 3 bad / 4 very bad,sat
lb2006,rigged2,p39st,c(2:1),,"Speaking generally, do you think that the elections in this country are clean or rigged?",1 are clean / 2 are rigged,eff
lb2007,big2,p16st,c(1:2),,"In general, would you say that the country is governed for the benefit of a few powerful interests or is it governed for the good of everyone?",1 benefit of powerful interests / 2 benefit of everyone,eff
lb2007,sat_parties4,p30st_b,c(4:1),,"In your opinion, how is the work the political parties are doing",1 very good / 2 good / 3 bad / 4 very bad,sat
lb2008,big2,p25st,c(1:2),,"In general, would you say that the country is governed for the benefit of a few powerful interests or is it governed for the good of everyone?",1 benefit of powerful interests / 2 benefit of everyone,eff
lb2008,sat_parties4,p62st_b,c(4:1),,"In your opinion, how is the work the political parties are doing",1 very good / 2 good / 3 bad / 4 very bad,sat
lb2008,right4,p57st_a,c(4:1),,You can generally trust the people who run our government to do what is right,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,trust_eff
lb2009,big2,p22st,c(1:2),,"In general, would you say that the country is governed for the benefit of a few powerful interests or is it governed for the good of everyone?",1 benefit of powerful interests / 2 benefit of everyone,eff
lb2009,rigged2,p39st,c(2:1),,"Speaking generally, do you think that the elections in this country are clean or rigged?",1 are clean / 2 are rigged,eff
lb2010,big2,p17st,c(1:2),,"In general, would you say that the country is governed for the benefit of a few powerful interests or is it governed for the good of everyone?",1 benefit of powerful interests / 2 benefit of everyone,eff
lb2011,big2,p19st,c(1:2),,"In general, would you say that the country is governed for the benefit of a few powerful interests or is it governed for the good of everyone?",1 benefit of powerful interests / 2 benefit of everyone,eff
lb2013,big2,p14st,c(1:2),,"In general, would you say that the country is governed for the benefit of a few powerful interests or is it governed for the good of everyone?",1 benefit of powerful interests / 2 benefit of everyone,eff
lb2015,big2,p14st,c(1:2),,"In general, would you say that the country is governed for the benefit of a few powerful interests or is it governed for the good of everyone?",1 benefit of powerful interests / 2 benefit of everyone,eff
lb2015,sat_parties4,p49st_b,c(4:1),,"In your opinion, how is the work the political parties are doing",1 very good / 2 good / 3 bad / 4 very bad,sat
lb2016,big2,p10st,c(1:2),,"In general, would you say that the country is governed for the benefit of a few powerful interests or is it governed for the good of everyone?",1 benefit of powerful interests / 2 benefit of everyone,eff
lb2017,big2,p10st,c(1:2),,"In general, would you say that the country is governed for the benefit of a few powerful interests or is it governed for the good of everyone?",1 benefit of powerful interests / 2 benefit of everyone,eff
lb2018,big2,p14st,c(1:2),,"In general, would you say that the country is governed for the benefit of a few powerful interests or is it governed for the good of everyone?",1 benefit of powerful interests / 2 benefit of everyone,eff
lb2020,big2,p12st,c(1:2),,"In general, would you say that the country is governed for the benefit of a few powerful interests or is it governed for the good of everyone?",1 benefit of powerful interests / 2 benefit of everyone,eff
neb_combo,equal4,a12f1,c(4:1),98,Under our present system of government do you think people like yourself are treated equally and fairly by government,1 definitely agree / 2 somewhat agree / 3 disagree somewhat / 4 definitely disagree,eff
neb_combo,satis_gov21,a1b21p,"seq(-100, 100, 10)",998,Here is a scale for ranking how our system of government works. Where on this scale would you put our current system of governing with free elections and many parties?,minus-100 the worst / -90 to 90 / 100 the best,eff
neb_combo,say2c,"if_else(y_dcpo == 1992, a12e1, NA)","c(3,2)",98,Under our present system of government how much influence do you think people like yourself can have on government?,2 some influence / 3 not much influence,eff
neb_combo,say4b,"if_else(y_dcpo == 1992, NA, a12e1)",c(4:1),98,Under our present system of government how much influence do you think people like yourself can have on government?,1 a lot of influence / 2 some influence / 3 not much influence / 4 no influence,eff
neb_combo,trust_parties7,a4a,c(1:7),"c(8,98)",To what extent do you trust each of these political institutions to look after your interests? Political parties,1 no trust / 23456 / 7 great trust,trust
neb_combo,trust_mp7,a4e,c(1:7),"c(8,98)",To what extent do you trust each of these political institutions to look after your interests? Members of Parliament,1 no trust / 23456 / 7 great trust,trust
norcs2013_1,say7,w01_k14_2,c(1:7),,"People like me can probably vote, but we cannot do anything else to influence politics",1 strongly agree / 2 agree / 3 somewhat agree / 4 neither agree nor disagree / 5 somewhat disagree / 6 disagree / 7 strongly disagree,eff
norcs2014_3,say7,w01_k14_2,c(1:7),,"People like me can probably vote, but we cannot do anything else to influence politics",1 strongly agree / 2 agree / 3 somewhat agree / 4 neither agree nor disagree / 5 somewhat disagree / 6 disagree / 7 strongly disagree,eff
norcs2015_4,say7,w03_r3k14_2,c(1:7),,"People like me can probably vote, but we cannot do anything else to influence politics",1 strongly agree / 2 agree / 3 somewhat agree / 4 neither agree nor disagree / 5 somewhat disagree / 6 disagree / 7 strongly disagree,eff
norcs2015_4,say7,c3k14_2,c(1:7),,"People like me can probably vote, but we cannot do anything else to influence politics",1 strongly agree / 2 agree / 3 somewhat agree / 4 neither agree nor disagree / 5 somewhat disagree / 6 disagree / 7 strongly disagree,eff
norcs2015_5,say7,w03_r3k14_2,c(1:7),,"People like me can probably vote, but we cannot do anything else to influence politics",1 strongly agree / 2 agree / 3 somewhat agree / 4 neither agree nor disagree / 5 somewhat disagree / 6 disagree / 7 strongly disagree,eff
norcs2015_5,say7,c3k14_2,c(1:7),,"People like me can probably vote, but we cannot do anything else to influence politics",1 strongly agree / 2 agree / 3 somewhat agree / 4 neither agree nor disagree / 5 somewhat disagree / 6 disagree / 7 strongly disagree,eff
norcs2016_6,say7,w03_r3k14_2,c(1:7),,"People like me can probably vote, but we cannot do anything else to influence politics",1 strongly agree / 2 agree / 3 somewhat agree / 4 neither agree nor disagree / 5 somewhat disagree / 6 disagree / 7 strongly disagree,eff
norcs2016_6,say7,c3k14_2,c(1:7),,"People like me can probably vote, but we cannot do anything else to influence politics",1 strongly agree / 2 agree / 3 somewhat agree / 4 neither agree nor disagree / 5 somewhat disagree / 6 disagree / 7 strongly disagree,eff
nores_combo1,say5d,hsamf14,c(1:5),,"People like me can vote, but we can't do anything else to influence politics",1 completely agree / 2 somewhat agree / 3 yes and no / 4 somewhat disagree / 5 completely disagree,eff
nores_combo1,vote5,hsamf4,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 completely agree / 2 somewhat agree / 3 yes and no / 4 somewhat disagree / 5 completely disagree,eff
nores_combo2,say5d,hsamf14,c(1:5),,"People like me can vote, but we can't do anything else to influence politics",1 completely agree / 2 somewhat agree / 3 yes and no / 4 somewhat disagree / 5 completely disagree,eff
nores2013,say5d,spm69i,c(1:5),,"People like me can vote, but we can't do anything else to influence politics",1 completely agree / 2 somewhat agree / 3 yes and no / 4 somewhat disagree / 5 completely disagree,eff
npes_combo,care2,v48_1,c(1:2),c(96:98),Members of parliament do not care about the opinions of people like me,1 agree / 2 disagree,eff
npes_combo,say2,v48_3,c(1:2),c(96:98),People like me have absolutely no influence on governmental policy ,1 agree / 2 disagree,eff
npes_combo,self_min4,v47_2,c(1:4),c(96:98),Ministers and state secretaries are primarily concerned about their personal interests,1 fully agree / 2 agree / 3 disagree / 4 fully disagree,eff
npes_combo,touch2,v48_5,c(1:2),c(96:98),Usually our representatives in the Second Chamber quickly lose contact with the people in the country ,1 agree / 2 disagree,eff
npes_combo,vote2,v48_2,c(1:2),c(96:98),Political parties are only interested in my vote and not in my opinions ,1 agree / 2 disagree,eff
nsss_combo,big2,"if_else(y_dcpo == 1984, govbybig, NA)","c(1,5)",,"Would you say the government is run by a few big interests looking out for themselves, or that it is run for the benefit of all the people? ",1 run for the big interests / 5 run for the benefit of all,eff
nsss_combo,big5,"if_else(y_dcpo == 1984, NA, govbybig)",c(1:5),,"Would you say the government is run by a few big interests looking out for themselves, or that it is run for the benefit of all the people? ",1 entirely run for the big interests / 2 mostly run for the big interests / 3 about half and half / 4 mostly run for the benefit of all / 5 entirely run for the benefit of all,eff
nsss1994,big4,p2q3a,c(1:4),,"Would you say the government is run by a few big interests looking out for themselves, or that it is run for the benefit of all the people? ",1 entirely run for the big interests / 2 mostly run for the big interests / 3 mostly run for the benefit of all / 4 entirely run for the benefit of all,eff
nsss1995,big4,p40q3a,c(1:4),,"Would you say the government is run by a few big interests looking out for themselves, or that it is run for the benefit of all the people? ",1 entirely run for the big interests / 2 mostly run for the big interests / 3 mostly run for the benefit of all / 4 entirely run for the benefit of all,eff
nzes1993,big5a,govbig,c(1:5),,The New Zealand government is largely run by a few big interests ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes1993,care5f,mpcare,c(1:5),,I don’t think politicians and public servants care much about what people like me think ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes1993,right5,trsgov,c(5:1),,You can trust the government to do what is right most of the time ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,trust_eff
nzes1996,big5a,pgovbig,c(1:5),,The New Zealand government is largely run by a few big interests ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes1996,care5f,pmpcare,c(1:5),,I don’t think politicians and public servants care much about what people like me think ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes1996,care5d,ptcare,c(5:1),,"Where would you place your view on this scale from 1 to 5, where ONE means that political parties in New Zealand care about what ordinary people think, and FIVE means that they don’t care what ordinary people think?",1 political parties care what ordinary people think / 234 / 5 political parties don't care what ordinary people think,eff
nzes1996,right5,ptrsgov,c(5:1),,You can trust the government to do what is right most of the time ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,trust_eff
nzes1999,big5a,sgovbig,c(1:5),,The New Zealand government is largely run by a few big interests ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes1999,care5f,smpcare,c(1:5),,I don’t think politicians and public servants care much about what people like me think ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes1999,right5,strsgov,c(5:1),,You can trust the government to do what is right most of the time ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,trust_eff
nzes1999,say5,snosay,c(1:5),,People like me don't have any say about what the government does ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2002,big5a,wgovbig,c(1:5),,The New Zealand government is largely run by a few big interests ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2002,care5f,wmpcare,c(1:5),,I don’t think politicians and public servants care much about what people like me think ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2002,right5,wtrsgov,c(5:1),,You can trust the government to do what is right most of the time ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,trust_eff
nzes2002,say5,wnosay,c(1:5),,People like me don't have any say about what the government does ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2005,big5a,ygovbig,c(1:5),,The New Zealand government is largely run by a few big interests ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2005,care5f,ympcare,c(1:5),,I don’t think politicians and public servants care much about what people like me think ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2005,right5,ytrsgov,c(5:1),,You can trust the government to do what is right most of the time ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,trust_eff
nzes2005,say5,ynosay,c(1:5),,People like me don't have any say about what the government does ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2008,big5a,zbig,c(1:5),,The New Zealand government is largely run by a few big interests ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2008,care5f,zmpcare,c(1:5),,I don’t think politicians and public servants care much about what people like me think ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2008,right5,ztrsgov,c(5:1),,You can trust the government to do what is right most of the time ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,trust_eff
nzes2008,say5,znosay,c(1:5),,People like me don't have any say about what the government does ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2011,big5a,jrun,c(1:5),,The New Zealand government is largely run by a few big interests ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2011,care5f,jcare,c(1:5),,I don’t think politicians and public servants care much about what people like me think ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2011,right5,jtrust,c(5:1),,You can trust the government to do what is right most of the time ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,trust_eff
nzes2011,say5,jsay,c(1:5),,People like me don't have any say about what the government does ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2014,big5a,drun,c(1:5),,The New Zealand government is largely run by a few big interests ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2014,care5f,dcare,c(1:5),,I don’t think politicians and public servants care much about what people like me think ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2014,say5,dsay,c(1:5),,People like me don't have any say about what the government does ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2017,big5a,rnzgovrunbig,c(1:5),,The New Zealand government is largely run by a few big interests ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2017,care5f,rmpsdontcare,c(1:5),,I don’t think politicians and public servants care much about what people like me think ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2017,say5,rpeoplenosay,c(1:5),,People like me don't have any say about what the government does ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2020,big5a,f7_6,c(1:5),,The New Zealand government is largely run by a few big interests ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2020,care5f,f7_8,c(1:5),,I don’t think politicians and public servants care much about what people like me think ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
nzes2020,say5,f7_5,c(1:5),,People like me don't have any say about what the government does ,1 strongly agree / 2 agree / 3 neither / 4 disagree / 5 strongly disagree,eff
pa_w2,care4e,v1176,c(1:4),,I don't think public officials care much about what people like me think,1 agree strongly / 2 agree / 3 disagree / 5 disagree strongly,eff
pew2002,big4a,q37d,c(4:1),,Generally the state/government is run for the benefit of all the people,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
pew2002,corrupt_pol4,q15c,c(1:4),,"Now I am going to read you a list of things that may be problems in our country. Please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all: corrupt political leaders",1 very big problem / 2 moderately big problem / 3 small problem / 4 not a problem at all,corrupt
pew2007,corrupt_pol4,q14c,c(1:4),,"Now I am going to read you a list of things that may be problems in our country. Please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all: corrupt political leaders",1 very big problem / 2 moderately big problem / 3 small problem / 4 not a problem at all,corrupt
pew2009,big4a,q40e,c(4:1),,Generally the state/government is run for the benefit of all the people,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
pew2009,care4a,q40a,c(4:1),,Most elected officials care what people like me think ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
pew2009,corrupt_pol4,q9c,c(1:4),,"Now I am going to read you a list of things that may be problems in our country. Please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all: corrupt political leaders",1 very big problem / 2 moderately big problem / 3 small problem / 4 not a problem at all,corrupt
pew2010,corrupt_pol4,q19b,c(1:4),,"Now I am going to read you a list of things that may be problems in our country. Please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all: corrupt political leaders",1 very big problem / 2 moderately big problem / 3 small problem / 4 not a problem at all,corrupt
